User,Artist,Plays
User 37,green day,963
User 38,muse,9317
User 38,pink floyd,6638
User 38,bloc party,5141
User 38,rage against the machine,4625
User 38,the smashing pumpkins,4488
User 38,death cab for cutie,4486
User 38,the beatles,4465
User 38,sigur rós,3656
User 38,radiohead,3235
User 38,arctic monkeys,3097
User 38,jack johnson,1945
User 38,kings of leon,1905
User 38,the white stripes,1549
User 38,nine inch nails,1544
User 38,air,1490
User 38,red hot chili peppers,1258
User 38,coldplay,1110
User 38,incubus,1093
User 38,rammstein,1061
User 39,ac/dc,15720
User 39,massive attack,10376
User 39,foo fighters,5678
User 39,eminem,4500
User 39,system of a down,3594
User 39,disturbed,2086
User 39,rage against the machine,1644
User 39,amy winehouse,1117
User 39,blink-182,1111
User 39,linkin park,868
User 39,moby,692
User 39,marilyn manson,512
User 39,the offspring,413
User 39,fall out boy,295
User 39,queen,284
User 39,my chemical romance,239
User 40,the shins,14451
User 40,gorillaz,13103
User 40,arctic monkeys,11248
User 40,the white stripes,3160
User 40,the strokes,3104
User 40,daft punk,3036
User 40,red hot chili peppers,2357
User 40,eminem,1955
User 40,depeche mode,1585
User 40,sufjan stevens,1524
User 40,placebo,1142
User 40,bob dylan,1110
User 40,the rolling stones,1046
User 40,the cure,1031
User 40,tegan and sara,1028
User 40,muse,990
User 40,radiohead,943
User 41,the smashing pumpkins,12271
User 41,bright eyes,7074
User 41,the beatles,6712
User 41,radiohead,4952
User 41,queen,4515
User 41,the white stripes,3667
User 41,muse,3628
User 41,death cab for cutie,3489
User 41,the clash,3186
User 41,placebo,2398
User 41,nofx,2040
User 41,the cure,1751
User 41,pink floyd,1466
User 41,the smiths,1355
User 41,modest mouse,1341
User 41,nirvana,1255
User 41,ac/dc,1119
User 42,system of a down,13638
User 42,foo fighters,12454
User 42,metallica,8958
User 42,children of bodom,8422
User 42,koЯn,4413
User 42,in flames,3357
User 42,evanescence,2447
User 42,green day,1574
User 42,ac/dc,1331
User 42,marilyn manson,1225
User 42,moby,873
User 42,nirvana,823
User 42,nightwish,805
User 42,bad religion,666
User 43,the beatles,6386
User 43,bright eyes,5541
User 43,the doors,5295
User 43,led zeppelin,2985
User 43,björk,2637
User 43,koЯn,2469
User 43,metallica,2462
User 43,pink floyd,2453
User 43,eminem,2210
User 43,the cure,2111
User 43,pearl jam,2082
User 43,marilyn manson,1982
User 43,the smashing pumpkins,1961
User 43,red hot chili peppers,1910
User 43,u2,1893
User 43,tom waits,1890
User 43,incubus,1882
User 43,nine inch nails,1843
User 43,r.e.m.,1834
User 43,system of a down,1782
User 43,radiohead,1751
User 43,blink-182,1658
User 43,the rolling stones,1591
User 43,modest mouse,1505
User 43,gorillaz,1499
User 43,the white stripes,1489
User 43,interpol,1443
User 44,rage against the machine,10480
User 44,red hot chili peppers,8295
User 44,foo fighters,5246
User 44,nirvana,4916
User 44,bad religion,4639
User 44,ac/dc,3913
User 44,metallica,3710
User 44,the offspring,3239
User 44,nine inch nails,2879
User 44,pearl jam,1501
User 45,tool,9538
User 45,a perfect circle,9347
User 45,arctic monkeys,4624
User 45,muse,4312
User 45,radiohead,3242
User 45,koЯn,3210
User 45,rage against the machine,2209
User 45,the prodigy,1855
User 45,coldplay,1821
User 45,the white stripes,1793
User 45,red hot chili peppers,1571
User 45,tori amos,1548
User 45,linkin park,852
User 45,moby,807
User 45,the offspring,760
User 45,incubus,685
User 45,massive attack,625
User 46,incubus,12245
User 46,nirvana,9970
User 46,radiohead,7838
User 46,megadeth,6615
User 46,red hot chili peppers,5068
User 46,children of bodom,4627
User 46,coldplay,3737
User 46,dream theater,3338
User 46,ac/dc,2417
User 46,iron maiden,2208
User 46,daft punk,2084
User 46,queen,767
User 46,pink floyd,718
User 46,oasis,685
User 47,nine inch nails,15411
User 47,tool,6280
User 47,opeth,6043
User 47,coldplay,5307
User 47,koЯn,4587
User 47,pink floyd,3751
User 47,rammstein,2119
User 47,metallica,1789
User 47,disturbed,1542
User 47,the white stripes,1457
User 47,rage against the machine,1286
User 47,dream theater,1068
User 47,radiohead,954
User 47,led zeppelin,888
User 47,a perfect circle,886
User 47,slipknot,693
User 47,system of a down,645
User 47,oasis,620
User 47,the doors,407
User 48,iron maiden,14040
User 48,nightwish,5382
User 48,system of a down,4204
User 48,linkin park,3942
User 48,eminem,1455
User 48,queen,930
User 48,the offspring,642
User 49,pink floyd,13555
User 49,tori amos,7982
User 49,avril lavigne,7557
User 49,the white stripes,7359
User 49,pixies,7293
User 49,the doors,4214
User 49,tool,3265
User 49,portishead,3145
User 50,led zeppelin,16609
User 50,iron maiden,9121
User 50,pearl jam,8605
User 50,bob dylan,5482
User 50,the beatles,3344
User 50,nirvana,2720
User 50,the doors,2041
User 50,metallica,1791
User 50,queen,1713
